stock_flow_lpm,steam_pressure_bar,machine_speed_mpm,moisture_pct,basis_weight_gsm,ash_pct,caliper_um,transition_time_min,delta_basis_weight,delta_speed,delta_steam,delta_moisture_target,steam_per_speed,basis_weight_per_flow,moisture_steam_ratio,speed_per_caliper,ash_basis_interaction,recipe_similarity_score,transition_momentum,historical_offspec_rate,caliper_variance_proxy,drying_adequacy_ratio,headbox_loading,recipe_delta_magnitude,speed_pressure_interaction,off_spec
251.24545307021833,7.603087503164537,696.6384193860649,9.523972427515911,143.01841921290634,25.56904033177075,144.24869777719292,24.315291351706037,-108.7645921069302,429.39512950776304,-0.7796657433682359,0.22174069054397538,0.0109139652531151,0.5692378407856615,1.252645379071577,4.829426054591462,3656.843729040899,0.12839733073610982,4.473094339430933,0.24266500375110472,0.31135179797448104,0.7631160596781505,0.3606540295202732,442.95656854803144,5296.602860658486,1
473.21958129698186,9.958097247262536,1174.0077859473681,5.6178648278979875,99.27355296557903,16.738895281895196,95.99955822601427,16.04332795351509,-25.58196164446413,-403.18161653429524,-6.794538844279751,-1.5602350125155349,0.008482139016843767,0.20978327374681735,0.5641504283805151,12.229304047247497,1661.7296073525038,0.0,1.5945545536803123,0.11403221616395254,0.12727674339987025,0.8544208163663453,0.4030804454291726,404.049524725488,11690.883701507271,0
514.7697510008554,9.318806852736257,964.1323029010681,8.57473870164279,113.42652408613439,19.218529898822343,86.56142964425491,14.735056250557742,-23.96228758723609,-532.0094991099938,-1.500561412440529,-0.7024145854480972,0.00966548556115797,0.22034419051547166,0.9201541395962093,11.138128227126128,2179.8910444688663,0.2929973774263448,1.6262094409262324,0.29178582562220173,0.21307791232495532,0.852136274035705,0.5339202404606883,532.5509835257395,8984.562711218861,0
293.57579434613626,4.466421933512528,625.1071136175972,5.408359425483443,145.90664235630322,18.92580380853196,208.94065973021856,61.46665092782794,-18.697921828101357,-275.6979903407075,0.8366283652961917,2.0564630967505666,0.007145050562078255,0.4969982034154836,1.210893083097088,2.9917925712722804,2761.400487597034,0.6213734542963802,0.30419620307694695,0.2776526450982158,0.8994605430019869,0.48970015666799316,0.4696407830766236,276.3325787988385,2791.992123056344,1
320.6048356591506,9.042260744951108,689.4500884427123,4.069724475554656,58.88094433928245,29.047441613737863,232.63033123444535,64.47510637391372,-91.2075596613251,187.55451586107893,2.2790759723234313,-0.3000588725172024,0.01311517816376703,0.18365582109273432,0.4500782039300351,2.963715371010167,1710.340792857056,0.3209737638761918,1.414616660457767,0.2371761625419638,1.1148211930404124,2.2274062196073223,0.4650152941213093,208.56823714685203,6234.187470328607,0
542.6457136369502,10.06815623868168,975.5703647607494,6.308604758538174,140.3694145123909,19.60244922281839,183.4708542954158,12.177767296890572,-11.180511527988585,167.65252959772255,-2.5870626208155656,-0.6975087672359486,0.010320276837387135,0.2586759850577262,0.626589874946579,5.317304312487332,2751.5843204158896,0.6083660097756025,0.9181084886425263,0.18769526355130778,0.6679168572310527,0.7352226176362748,0.5562343150614559,168.04483750340782,9822.194854238902,0
583.4236852965781,7.858427495543202,1026.188181800229,4.0377449994958505,117.86533293410565,17.267674858863025,238.18702644524674,53.59688445196641,76.42530751645492,-192.61981411429997,3.362580183556245,-2.255790618367749,0.007657881502549817,0.20202356521434311,0.5138108103416111,4.308329454862748,2035.2602462377763,0.319705327607844,1.4259281728389896,0.04625077045058682,1.1653366040476976,0.6497144929655497,0.5685347927834107,207.25474026883685,8064.225423460405,0
463.7690538767607,9.815956914295061,1014.9179935341256,4.200316148713328,186.56189522201726,10.755349772372021,67.10838567347416,52.16245989827608,85.18785018539504,-574.1729464471314,-1.7913654303996402,0.3524617371009935,0.009671674930221847,0.40227327300625176,0.4279069463514425,15.12356441521869,2006.5384373094162,0.07873327782788486,1.6331256300320762,0.479835745865537,0.38992376660478034,0.518416417174156,0.45695224326630973,580.4608093929296,9962.39129607377,1
556.6709065019656,9.988864155655595,1112.6339927028198,9.307403158036111,123.01733766183185,12.898226295769824,206.68236210108773,61.24120736925969,-20.20960328929607,-376.11720787150836,1.4330557554834815,0.14082998501718436,0.008977673000436165,0.22098754618748423,0.9317779292019256,5.383304029390925,1586.705459465435,0.4812705671726726,0.3300000793165351,0.286213944776791,0.878930564555343,0.7297892452456834,0.5003180831727926,376.6624958380758,11113.949808073165,0
324.1294691600379,10.21923870592942,1177.461140848774,6.7548177103152245,63.023600408200124,5.3484071927050385,103.6346456997825,16.204888511854286,-9.872362695671313,381.29988728748594,0.34759494970046845,0.10787587272519783,0.008679045406596494,0.19443958789530003,0.6609903051189062,11.361655485943782,337.07587773338577,0.5174378032867579,0.6092212660673,0.3668940134960109,0.057866857274704586,1.3771103761738193,0.27527827281534645,381.4278285769058,12032.756465289604,0
320.3794767123759,7.908672362812267,930.2913702108659,9.711551170805304,85.8313963011288,28.12021073280068,64.7233033633887,52.1918335977801,-10.994864016439102,-544.2965780255345,1.6972433711256478,-0.8535145252265028,0.008501285313460056,0.2679054138607788,1.2279622577956872,14.373360472467686,2413.5969514782705,0.28401369238050156,0.21066253585133196,0.28141140281720056,0.4116063330601028,0.9904633595420433,0.34438616434736635,544.4102612186031,7357.36964894943,0
518.7268353300647,5.86112593573147,824.6156724792428,7.439102834550071,178.8382326041618,20.077678933468142,138.38859816199925,36.805643689610534,30.195343362850338,-732.1491500985787,-5.561735350777886,0.9051175333186121,0.007107706209499682,0.344763795554104,1.2692276050918312,5.958696622636053,3590.6566152552546,0.0,0.8203998174164212,0.6646061071021744,0.25807816510908416,0.39743773498543716,0.6290528456371559,732.792651198812,4833.176304978737,1
324.1338695696298,5.150975463769141,1136.77637798996,4.575956197779308,85.55521317406969,8.840334879801466,81.94311209641745,6.797581388597402,-27.216560966784485,-121.26449318959567,-5.363164153849698,1.7984652765055404,0.004531212614460778,0.26395024157045366,0.8883669180654431,13.872750850033434,756.3367351715782,0.2919448903737918,4.003859521629102,0.27395489839039733,0.2550626173052959,0.5296243731216733,0.285134240863415,124.39687306813354,5855.507230818639,1
299.75503033288476,8.569861213942183,733.0099405625538,3.820151779529361,99.77826215353146,18.09382371794093,79.31766155170604,75.84397707202757,73.20018719842845,-219.61282795140602,-2.584222619405648,-1.595650177825532,0.011691330143988472,0.3328660141006656,0.4457658863033175,9.241446686936365,1805.3702862884952,0.37629065160723707,0.9651417294337247,0.5270053057608528,0.2789303495299451,1.171731185896855,0.408937196817325,231.505377503948,6281.793459061094,0
543.0288576490229,7.702394924748127,708.0715968802828,7.657161263041216,82.63413080013537,8.494210273848921,150.79668206451169,40.435596330565225,-32.09189216135417,-533.9789374883571,-1.9472760385895338,-0.3206510145128334,0.01087798883429921,0.15217263251512955,0.9941273250529425,4.695538304863801,701.9116828130853,0.2617592872787826,0.7936544795580507,0.4259009638056911,0.3708789278591971,1.3164038550377528,0.7669123575095692,534.9459665308837,5453.847074168992,0
461.0349362240408,10.43513462357662,826.1778208525922,7.613964590239535,86.10489826919388,23.37232905775727,98.45687269388648,64.05784094957235,-32.77326674493868,25.187784346722765,-3.3073850950826973,-0.16946882691138399,0.012630615782941081,0.18676436752149092,0.7296469920988777,8.391266127467528,2012.472015832314,0.5375429724686211,0.5116199088061439,0.18094823828235432,0.10493752096466835,1.466887022321701,0.5580335426437202,41.46625482966952,8621.276783609967,0
301.3533415356749,8.720607162866473,476.039358051521,7.505077050156788,67.40660865484621,19.123765286811047,168.76179766643145,44.608738003404326,-54.761250917483494,516.1729396733957,-1.3101232554079552,0.3628572168305846,0.01831908856982085,0.22367964566560636,0.8606140501448595,2.82077676721863,1289.068162695205,0.25149252869264893,1.22759022936951,0.2712305981502821,0.5341981606039222,2.717699189351487,0.6330429121851304,519.0713001853088,4151.352235630452,0
333.4551033312953,11.186932378892287,1010.0257176565218,5.258477115916142,98.27072284352865,12.860999505106573,89.94621323874993,17.561586666086292,-43.739672103931866,239.0997698314054,5.257742801933862,1.4588060034945602,0.011075888646527131,0.29470451002782955,0.4700553232839714,11.229218899694493,1263.8597178570872,0.22799341552729924,2.490644663013215,0.42990211104984183,0.18230715237500061,1.127079187578857,0.33014516115983983,243.12445929721224,11299.089404365663,0
540.213471676313,9.09659107192966,497.53734266809005,7.323676999799934,149.77541841687182,5.307567147215071,146.32041274993185,75.1589584516873,8.078649293737584,-50.033006324599,3.7746007670344053,-0.6447022406594618,0.01828323281856262,0.2772522831615254,0.8051012672647669,3.400327632470554,794.94309024978,0.5213772597547391,0.10748750994108834,0.1408222075266004,0.3301855704539259,1.2207098475715599,1.0857747255298833,50.82139222059021,4525.893749266156,0
466.27389444261473,9.201000124470376,472.3525815873062,9.330717092828063,44.63992051271511,11.020701451028676,87.17415628166066,71.02527495883858,-79.58169561079632,581.0465349318622,-7.1249210077295215,0.29976176541623367,0.019479093548194635,0.09573755049288746,1.0140981378766316,5.41849329818725,491.96323676828416,0.0,1.1204700813466257,0.33510280993070674,0.2075076701667213,4.363603994914432,0.9871310385893002,586.5143532190663,4346.116161978707,0
508.8433596417522,9.584966271829098,1070.3841749243065,3.760983447055932,72.28513771504886,8.123091982641077,155.86088813666743,68.34099090795178,127.64014814538783,-438.9545899955738,-0.0041436577419116105,1.7231065238622296,0.008954697291285075,0.14205774005961427,0.3923835870043415,6.867561116331729,587.1788226372195,0.03176909936731209,1.867695309207703,0.33838647901819163,0.41691716487879477,1.2388019964193577,0.47538385895674856,457.1357998603137,10259.596214549096,0
